DIVULGADOR;ID_RAW;ID_DIGITS;ID;NOME_FANTASIA;RAZAO_SOCIAL;CNPJ_CPF;ENDERECO;NUMERO;CEP;BAIRRO;CIDADE;UF;TELEFONE;EMAIL
João Paulo;029.795;029795;29795;CENTRO EDUCACIONAL NOVO TEMPO;YARA MARIA SOARES SIQUEIRA TORRES - ME;21.858.346/0001-03;R PRF BALBINO;06;58401-090;PALMEIRA;CAMPINA GRANDE;PB;83 98791-1900;***
João Paulo;013.641;013641;13641;CENTRO EDUCACIONAL NOVO VIVER;MARIA CELIA SILVA DE LIMA - ME;03.472.240/0001-87;RUA GENI BATISTA;410;58301-515;POPULAR;SANTA RITA;PB;83 99640-3104;***
João Paulo;047.367;047367;47367;CENTRO EDUCACIONAL PALAVRAS MÁGICAS;EDILENE DEODATO MONTENÊGRO;29.713.632/0001-84;R LUÍS R DE ALBUQUERQUE;21;58434-320;SERROTÃO;CAMPINA GRANDE;PB;83 9169-9962;edilene_deodato@hotmail.com
João Paulo;045.901;045901;45901;CENTRO EDUCACIONAL PASSO A PASSO;FERREIRA E SILVEIRA LTDA;14.051.071/0001-28;RUA VITORINO MIGUEL DE OLIVEIRA;S/N;58275-000;CENTRO;ITAPOROROCA;PB;83 98760-6398;ceppeduca@gmail.com
João Paulo;029.041;029041;29041;CENTRO EDUCACIONAL PEQUENO APRENDIZ;DEYZE KELLY PEREIRA VIDAL - ME;19.563.570/0001-18;RUA ENGENHEIRO EDMUNDO BORGA;72;58487-000;CENTRO;FAGUNDES;PB;83 98841-2629;cepa2014@gmail.com
João Paulo;036.398;036398;36398;CENTRO EDUCACIONAL PRIMEIROS PASSOS;TAYANE SOARES LEAL;096.968.544-04;RUA CELINA MARQUES DA FONSECA;S/N;58304-500;SANTA RITA;VÁRZEA NOVA;PB;83 98785-8763;ceprimeirospassos2017@hotmail.com
João Paulo;021.808;021808;21808;CENTRO EDUCACIONAL REI DAVI;LUCINEIDE SILVA;029.358.614-42;RUA BRUXELAS;S/N;58404-864;CUITÉS;CAMPINA GRANDE;PB;83 99606-2056;naldo.crd@hotmail.com
João Paulo;045.832;045832;45832;CENTRO EDUCACIONAL SEMENTINHA KIDS;ELIZABETH DE LIMA VIEIRA BARROS 05121916469;35.962.574/0001-25;RUA PEDRO GOMES DE SOUZA;S/N;58320-000;CENTRO;ALHANDRA;PB;83 9374-8485;mlima453@gmail.com
João Paulo;021.736;021736;21736;CENTRO EDUCACIONAL TEMPO DE APRENDER;ANIELLY GOMES - ME;08.666.821/0001-73;RUA CEZAR CARTAXO;42;58337-000;CENTRO;CRUZ DO ESPÍRITO SANTO;PB;83 98172-8295;escolaceta30@gmail.com
João Paulo;034.098;034098;34098;CETEPA KIDS;CLEONALDO DE SOUZA FREIRE - ME;40.334.589/0001-89;R SEN ADALBERTO RIBEIRO;193;58302-475;MUNICÍPIOS;SANTA RITA;PB;83 98603-9580;cetepakids@gmail.com
João Paulo;017.189;017189;17189;COFRAG - COLÉGIO DR. FRANCISCO AGUIAR;FRANCISCO DE PAULA MELO AGUIAR;09.231.457/0001-81;RUA EURICO DUTRA;64;58301-055;POPULAR;SANTA RITA;PB;83 98858-2552;iespa@ig.com.br
João Paulo;030.277;030277;30277;COLÉGIO DOCE INFANCIA;EDUCAÇÃO INFANTIL BERÇARIO DOCE INFANCIA LTDA;15.013.879/0001-83;R CEL LINDOLFO DE ALBUQUERQUE;532;58423-200;TRÊS IRMÃS;CAMPINA GRANDE;PB;83 99144-3633;bdinfancia@gmail.com
João Paulo;030.262;030262;30262;COLEGIO E BERCARIO INOVACAO;RISONEIDE GOMES DA SILVA 05963888450;32.352.154/0001-39;SENADOR RUI CARNEIRO;395;58280-000;CENTRO;MAMANGUAPE;PB;***;colegioebercarioinovacao@gmail.com
João Paulo;045.846;045846;45846;COLÉGIO E CURSO 1º OPÇÃO;1A OPCAO COLEGIO E CURSO LTDA;52.602.756/0001-04;R LOURENÇO CÉSAR;238;58080-000;ERNANI SÁTIRO;JOÃO PESSOA;PB;83 99947-5615;1opcaocolegioecurso@gmail.com
João Paulo;036.280;036280;36280;COLÉGIO E CURSO JOSÉ CRUZ E INFANTIL CAZINHA FELIZ;ALLISSON MURYLO BORGES ARAUJO;089.705.634-58;RUA QUEBRA QUILOS;05;58487-000;CENTRO;FAGUNDES;PB;83 9988-7548;***
João Paulo;036.265;036265;36265;COLÉGIO ESPAÇO KIDS;THALYSSON GEORGE DE A. MORAES PIRES;102.467.994-20;R S JOÃO;135;58300-150;CENTRO;SANTA RITA;PB;83 99947-5615;1opcaocolegioecursojp@gmail.com
João Paulo;012.367;012367;12367;COLEGIO GERACAO 2000;ALBA LEDANO DOS SANTOS - ME;02.524.125/0001-46;AVENIDA RIO BRANCO;1369;58428-860;BELA VISTA;CAMPINA GRANDE;PB;83 98727-1419;colegiogeracao2000@gmail.com
João Paulo;010.057;010057;10057;COLÉGIO INOVAÇÃO;MARIA JOSE FERREIRA DO NASCIMENTO - ME;35.575.695/0001-14;RUA ALAGOAS;39;58414-100;LIBERDADE;CAMPINA GRANDE;PB;83 98713-3018;zeze.f@outlook.com
João Paulo;033.505;033505;33505;COLEGIO MENINO JESUS;COLEGIO MENINO JESUS LTDA;10.695.596/0001-45;RUA JOÃO BARBOSA DA SILVA;103;58475-000;CENTRO;QUEIMADAS;PB;83 9175-2347 / 99377-4093;cmjqueimadas@gmail.com
João Paulo;009.351;009351;9351;COLÉGIO MONTEIRO LOBATO;ROBERTO FERNANDES DA SILVA;17.180.956/0001-15;RUA JOSEFA S PEREIRA;S/N;58225-000;CENTRO;SOLÂNEA;PB;83 9644-2629 / 99161-9694;rochamarciandreia@gmail.com
João Paulo;029.796;029796;29796;COLÉGIO OPÇÃO;MARIA JOSÉ DA SILVA COLEGIO - ME;06.281.942/0001-71;RUA CENTRO CIVICO;130;58330-000;CENTRO;JURIPIRANGA;PB;***;***
João Paulo;035.998;035998;35998;COLÉGIO SEMENTE DO AMANHECER;MARIA JOSE DA SILVA MARQUES;055.747.434-50;RUA EDVALDO MOTA;05;58300-970;LOTEAMENTO PORTAL DE SANTA RITA;SANTA RITA;PB;83 98784-5539;mariliaj1marques1@hotmail.com
João Paulo;009.633;009633;9633;COSMO EDUCACIONAL;INSTITUTO SILVA MACIEL DE EDUCAÇÃO;24.107.393/0001-03;RUA FRANCISCO ROSA DE FARIAS;36;58400-710;MONTE SANTO;CAMPINA GRANDE;PB;83 98640-3279;colegiosantamonica@yahoo.com.br
João Paulo;045.947;045947;45947;CRIATIVAR;CRIATIVAR ESPAÇO DE EDUCAÇÃO INFANTIL LTDA;39.494.191/0001-20;AV ELPÍDIO DE ALMEIDA;2551;58410-215;CATOLÉ;CAMPINA GRANDE;PB;83 3201-7320 / 8780-6836 / 98780-6836;criativar.educacao@hotmail.com
João Paulo;009.485;009485;9485;EDUCANDARIO ALEGRIA DE SABER;JOSEFA FELIX DA SILVA - ME;02.147.554/0001-41;R AMARO GUEDES;387;58200-000;NORDESTE II;GUARABIRA;PB;83 99352-6864;e.alegriadesaber@gmail.com
João Paulo;021.806;021806;21806;EDUCANDARIO ANJINHO DA GUARDA;VANDERLEIA BRITO ALVES ME;02.421.524/0001-81;RUA ANTÔNIO SOARES DA SILVA;80;58404-222;JEREMIAS;CAMPINA GRANDE;PB;83 98805-7917;niedja2007@hotmail.com
João Paulo;029.729;029729;29729;EDUCANDÁRIO BASTOS;EDUCANDARIO BASTOS LTDA;14.572.040/0001-12;RUA VEREADOR PAULO DOS SANTOS;S/N;58394-000;CENTRO;BORBOREMA;PB;83 99629-0003;educandariobastosesccola@hotmail.com
João Paulo;029.069;029069;29069;EDUCANDÁRIO CASINHA FELIZ;AFFONSO CESAR SANTOS DE SOUZA - ME;19.879.944/0001-09;RUA MONSENHOR JOSÉ COUTINHO;S/N;58275-000;CENTRO;ITAPOROROCA;PB;***;affonso_souza@yahoo.com.br
João Paulo;009.491;009491;9491;EDUCANDARIO CECILIA MERELES;EDUCANDARIO CECILIA MEIRELES LTDA - ME;41.152.497/0001-40;RUA SABINIANO MAIA;868;58200-000;NOVO;GUARABIRA;PB;83 98795-4425;educandarioceciliameireles@gmail.com
João Paulo;029.305;029305;29305;EDUCANDÁRIO CIRANDA CIRANDINHA;ANA LUCIA RODRIGUES DE PONTES 02777112401;11.893.121/0001-26;RUA JOSÉ FRANCISCO DO NASCIMENTO;241;58340-000;PORTAL II;SAPÉ;PB;83 99166-8474;cirandacirandinha32@gmail.com
João Paulo;036.376;036376;36376;EDUCANDÁRIO EBENEZER;45.700.003 LIDIANE NASCIMENTO CLARO;45.700.003/0001-76;RUA PROJETADA SÍTIO CANAÃ;143;58326-000;PIQUETE;CAAPORÃ;PB;***;educ.evenezer01@gmail.com
João Paulo;009.479;009479;9479;EDUCANDARIO FELIZ DO SABER;JOSINALDO FREITAS MOURA - ME;02.343.133/0001-96;RUA OSEIAS HENRIQUE DE BULHÕES;197;58200-000;PRIMAVERA;GUARABIRA;PB;83 99955-0526;niedjak13@gmail.com
João Paulo;018.441;018441;18441;EDUCANDARIO MENINO DEUS;GILVANETE RESENDE DE OLIVEIRA - ME;528.880.024-34;RUA JOSÉ BONIFACIO;369;58200-000;JUA;GUARABIRA;PB;83 98829-0907;educmeninodeus@gmail.com
João Paulo;010.394;010394;10394;EDUCANDÁRIO NOSSA SENHORA APARECIDA;MARIA DA GUIA QUERINO DE FREITAS - ME;12.922.068/0001-07;AVENIDA MANOEL DE BARROS;S/N;58398-000;CENTRO;REMÍGIO;PB;83 99816-0018;ensa.2011@hotmail.com
João Paulo;036.427;036427;36427;EDUCANDÁRIO NOSSA SENHORA DO ROSÁRIO;P H AMORIM SANTOS EDUCACAO;52.784.003/0001-67;RUA ANTONIO BATISTA;S/N;58213-000;CENTRO;PIRPIRITUBA;PB;83 8601-7906 / 98897-7652;educandarionossasenhoradorosario@gmail.com
João Paulo;028.915;028915;28915;EDUCANDÁRIO PRIMEIROS PASSOS;MANUELLA DA SILVA HENRIQUE PEREIRA - ME;23.655.730/0001-26;RUA EPITÁCIO PESSOA;123;58230-000;CENTRO;CACIMBA DE DENTRO;PB;83 8115-9442 / 98102-8800;educandarioprimeirospassos2016@hotmail.com
João Paulo;033.485;033485;33485;EDUCANDÁRIO SEDE DO SABER;EDUCANDÁRIO SEDE DO SABER LTDA;482.009.644-34;RUA JOSÉ ALIPÍO DA ROCHA;114;58225-000;CENTRO;SOLÂNEA;PB;***;talitaazevedo05@gmail.com
João Paulo;009.484;009484;9484;EDUCANDÁRIO SONHO MEU;MARIA LUCIA NICASSIO LIMA - ME;01.699.443/0001-85;RUA BRAULIO MARTINS;204;58200-000;STA. TEREZINHA;GUARABIRA;PB;83 98729-6280;lucianicassio@hotmail.com
João Paulo;013.742;013742;13742;EDUCANDARIO SOSSEGO DA MAMÃE;MAGDALIA MOREIRA PEREIRA - ME;893.712.594-34;RUA VERONICA MARIA BATISTA DA ROCHA;06;58270-000;SAO JOSE BATISTA;ARAÇAGI;PB;83 98677-4315;marcelomanuela@gmail.com
João Paulo;010.203;010203;10203;EDUCANDARIO VILAGE DO SOL;FRIDESTILMA DA SILVA SANTOS - ME;03.749.889/0001-00;RUA MANOEL LEONARDO GOMES;1135;58415-320;JARDIM PAULISTANO;CAMPINA GRANDE;PB;***;ilmacgd69@outlook.com
João Paulo;018.398;018398;18398;EDUCANDÁRIO VIVER E APRENDER;MARIA ANUNCIADA DA SILVA TAVARES - ME;08.105.813/0001-58;RUA DOUTOR PEDROSA;80;58301-005;POPULAR;SANTA RITA;PB;83 8873-3782 / 99678-0872;evapb.edu@gmail.com
João Paulo;010.277;010277;10277;EIPC- ESCOLA INFANTIL PROJETO DA CRIANÇA;INSTITUTO EDUCACIONAL PEQUENO CIENTISTA LTDA - ME;05.620.887/0001-34;RUA QUINZE DE NOVEMBRO;920;58401-075;PALMEIRA;CAMPINA GRANDE;PB;83 9315-3075 / 98870-7149;***
João Paulo;036.001;036001;36001;ESCOLA ARCO IRIS;ESCOLA DE ENSINO INFANTIL E FUNDAMENTAL ARCO - IRIS;15.024.883/0001-47;RUA JOSE BARBOSA DORNELAS;S/N;58315-000;FAGUNDES;LUCENA;PB;83 8834-8489 / 98839-9899;irisgomes_@hotmail.com
João Paulo;009.550;009550;9550;ESCOLA ARTE DE APRENDER;MARINALDA MARIA DE FARIAS - ME;02.504.882/0001-58;RUA SEVERINO VALERIANO DE OLIVEIRA;299;58423-455;TRÊS IRMÃS;CAMPINA GRANDE;PB;83 3339-8381 / 98605-8331;***
João Paulo;009.941;009941;9941;ESCOLA BABY DISNEY;JANEIDE PEREIRA DE SOUZA - ME;01.637.517/0001-59;RUA MEM DE SÁ;1618;58416-560;SANTA ROSA;CAMPINA GRANDE;PB;83 3321-3785 / 98619-4106;neidespereira41@gmail.com
João Paulo;046.007;046007;46007;ESCOLA CONSTRUINDO O SABER;ANGELA MARIA DE MELO MENEZES;30.286.294/0001-20;CONJUNTO BEBELÂNDIA;S/N;58304-200;SANTA RITA;BEBELÂNDIA;PB;83 98225-5409;paulianemenezes88@gmail.com
João Paulo;010.182;010182;10182;ESCOLA DE ENSINO FUND. ERNESTO BARROS;GERLANE BARROS SANTOS;928.817.424-91;RUA FREI DAGOBERTO;170;58433-284;MALVINAS;CAMPINA GRANDE;PB;83 98830-8380;gerlanebs50@gmail.com
João Paulo;009.561;009561;9561;ESCOLA DO SABER;MARIA DA GLORIA XAVIER DA FONSECA;167.589.194-04;RUA SANTA CATARINA;33;58330-000;CENTRO;JURIPIRANGA;PB;83 98794-2072;escolinhadosaber202@gmail.com
João Paulo;045.949;045949;45949;ESCOLA E BERÇARIO PRIMEIROS PASSOS;MAYRLA GABRIELE SILVA SOARES;30.301.297/0001-96;R UMBUZEIRO;46;58302-095;MUNICÍPIOS;SANTA RITA;PB;83 98801-9728;escberprimeirospassos@outlook.com
João Paulo;045.836;045836;45836;ESCOLA EDUCANDO PARA O FUTURO;MARIA ARCANJO DE SOUZA;29.387.766/0001-52;RUA MOCINHA CALDAS;147;58340-000;NOVA BRASILIA;SAPÉ;PB;***;***
João Paulo;009.629;009629;9629;ESCOLA EDUCATIVA ARTE INFANTIL;MARIA LUCIA SOUSA SANTOS-ESCOLA - ME;04.669.488/0001-03;TRAVESSA VICENTE GOMES DE ALMEIDA;1170;58433-824;RAMADINHA;CAMPINA GRANDE;PB;83 9153-9172;maria_lucia_2@outlook.com
João Paulo;010.205;010205;10205;ESCOLA EMILIA BARBOSA;ELISANDRA DE QUEIROZ BARBOSA ME;13.205.338/0001-21;RUA ROBERTA DE ANDRADE CARDOSO PINTO;161;58416-135;QUARENTA;CAMPINA GRANDE;PB;***;***
João Paulo;034.193;034193;34193;ESCOLA ESTAÇÃO CRIANÇA;CLAUDIANELE DA SILVA LIMA 03139141416;33.686.768/0001-10;ÁREA RURAL;S/N;58303-900;ÁREA RURAL DE SANTA RITA;SANTA RITA;PB;83 98877-3678;escolaestacaocrianca125@gmail.com
João Paulo;023.926;023926;23926;ESCOLA FACULDADE DA CRIANÇA;SKYMAX TECNOLOGIA COMUNICAÇÃO E ENSINO;41.214.297/0001-75;RUA ESPÍRITO SANTO;793;58414-030;LIBERDADE;CAMPINA GRANDE;PB;83 8153-0775 / 98856-5811;efaculdadedacrianca@gmail.com
João Paulo;033.100;033100;33100;ESCOLA FILHOS DO LEÃO;GENICLEIDE DA SILVA;11.620.292/0001-81;AVENIDA FRANCISCO LOPES DE ALMEIDA;691;58417-290;SANTA CRUZ;CAMPINA GRANDE;PB;83 98815-0429;genicleide_silva@hotmail.com
João Paulo;010.386;010386;10386;ESCOLA INFANTIL TRAÇOS E LETRAS;MARIA APARECIDA DOS SANTOS VITAL - ME;06.104.302/0001-96;RUA JOÃO DE DEUS SERRÃO;264;58397-000;CIDADE UNIVERSITARIA;AREIA;PB;83 98634-6893;aparecidatracoseletras@gmail.com
João Paulo;045.826;045826;45826;ESCOLA JESUS DE NAZARÉ;ESCOLA JESUS DE NAZARE LTDA;14.031.594/0001-02;R BAYEUX;10;58302-015;MUNICÍPIOS;SANTA RITA;PB;***;ejnst@hotmail.com
João Paulo;018.175;018175;18175;ESCOLA LUZ DO SABER;ESCOLA LUZ DO SABER EDUCACAO INFANTIL E FUNDAMENTAL LTDA;08.754.902/0001-25;RUA MANOEL BATISTA;13;58421-530;ACÁCIO FIGUEIREDO;CAMPINA GRANDE;PB;83 98224-5083;larissabenevides1mpb@gmail.com
João Paulo;036.395;036395;36395;ESCOLA MONTESSORI;ESCOLA MONTESSORI LTDA;45.468.290/0001-30;RUA EVILÁSIO CAVALCANTE;15;58919-000;UIRAÚNA;SANTA RITA;PB;83 98627-1848;cinthiajean772@gmail.com
João Paulo;010.103;010103;10103;ESCOLA MOTIVAÇÃO;JOSE MARCOS SODRE - ME;10.246.417/0001-92;RUA JOSÉ NOGUEIRA PEREIRA;609;58423-210;TRÊS IRMÃS;CAMPINA GRANDE;PB;83 3339-5538 / 98600-1338;escolamotivacao2023@gmail.com
João Paulo;010.168;010168;10168;ESCOLA NOSSO RECANTO;MARIA JOSE DE MORAIS SILVA;16.944.483/0001-12;RUA PEDRO PEDRITO DE MORAIS;51;58301-555;POPULAR;SANTA RITA;PB;83 98881-4064;escolanossoencanto@gmail.com
João Paulo;033.175;033175;33175;ESCOLA NOVA GERAÇÃO;REDE DE ENSINO A & D SOCIEDADE SIMPLES LTDA;29.877.493/0001-24;RUA SOLON DE LUCENA;35;58396-000;CENTRO;ARARA;PB;83 98745-7283;amandanana28@gmail.com
João Paulo;023.925;023925;23925;ESCOLA PEQUENO GIGANTE;SILVIA RAQUEL NASCIMENTO - ME;10.217.308/0001-47;RUA RANULFO GOMES DE ARAÚJO;366;58408-030;VILA CABRAL;CAMPINA GRANDE;PB;83 93337-4575;escolapequenogigante@hotmail.com
João Paulo;034.192;034192;34192;ESCOLA PEQUENOS BRILHANTES;LARRICIA KELLY PEREIRA DA SILVA;35.408.796/0001-09;R LUIZ MOTTA;518;58430-710;BODOCONGÓ;CAMPINA GRANDE;PB;83 98862-9055;escolaipb@gmail.com
João Paulo;020.347;020347;20347;ESCOLA PROFESSORA EDILENE RODRIGUES;ESCOLA DE ENSINO INFANTIL E FUNDAMENTAL RODRIGUES LTDA;19.521.728/0001-97;RUA PADRE INÁCIO;833;58450-000;DNOCS;BOQUEIRÃO;PB;83 9918-4876 / 99118-1058;epersecretaria@gmail.com
João Paulo;010.175;010175;10175;ESCOLA ROSA DE SARON;MARIA DO SOCORRO LEITE;343.116.614-87;RUA ALMIRANTE BARROSO;1446;58414-200;LIBERDADE;CAMPINA GRANDE;PB;***;annalydia-cg@hotmail.com
João Paulo;036.288;036288;36288;ESCOLA RUBEM ALVES;DACIELE SANTOS DA COSTA SILVA;35.847.999/0001-93;RUA 7 DE SETEMBRO;S/N;58278-000;CENTRO;JACARAÚ;PB;83 8839-5860;***
João Paulo;010.268;010268;10268;ESCOLA SANTA MARIA;MARENIZE CORINA SOARES RIBEIRO;00.958.545/0001-05;RUA JOSÉ FERREIRA DANTAS;143;58475-000;CENTRO;QUEIMADAS;PB;83 99172-2049;escola.santamaria@yahoo.com.br
João Paulo;017.187;017187;17187;ESCOLA SANTA RITA DE CÁSSIA;JANEIDE BARBOSA DOS SANTOS - ME;02.962.632/0001-61;RUA PROFESSOR SEVERO RODRIGUES;821;58301-000;POPULAR;Santa Rita;PB;83 99605-0180;***
João Paulo;032.949;032949;32949;ESCOLA SÃO BENTO;COESB - COOPERATIVA DOS TRABALHADORES EM EDUCAÇÃO DA ESCOLA SÃO BENTO;***;RUA GETÚLIO VARGAS;111;58230-000;CENTRO;CACIMBA DE DENTRO;PB;83 98115-5711;esb.bento@outlook.com
João Paulo;034.097;034097;34097;ESCOLA SEMEANDO O SABER;FERREIRA LTDA;35.616.114/0001-45;RUA FLORÍPEDES COUTINHO;955;58430-600;BODOCONGÓ;CAMPINA GRANDE;PB;83 98700-6132 / 98700-6132;semeandoosaberescola2@gmail.com
João Paulo;047.240;047240;47240;ESCOLA SEMEAR;50.762.379 MARIA LÚCIA ROSENDO PEREIRA;50.762.379/0001-45;RUA TRIGUEIRO MONTEIRO;01;58380-000;BELA VISTA;INGÁ;PB;83 99342-7615;semearinga@gmail.com
João Paulo;034.413;034413;34413;ESCOLA SUZIANE FRANÇA;SUZIANE DA SILVA FRANÇA;797.082.264-91;RUA IVALDO BARBOSA PESSOA;S/N;58421-555;CIDADES;CAMPINA GRANDE;PB;83 98677-3981 / 8677-3981;suzyanesylva@gmail.com
João Paulo;010.188;010188;10188;ESCOLA TRAÇOS E LETRAS;ESCOLA TRACOS E LETRAS LTDA - ME;27.729.006/0001-50;AVENIDA PRESIDENTE GETÚLIO VARGAS;828;58400-585;PRATA;CAMPINA GRANDE;PB;83 98856-1899;tracoseletras@gmail.com
João Paulo;036.394;036394;36394;ESCOLA YESHUA;MARIA ERICA QUEIROZ DA SILVA;49.948.291/0001-33;JOSE DE ALBURQUERQUE SANTIAGO;682;58424-175;ACÁCIO FIGUÊIREDO;CAMPINA GRANDE;PB;83 9190-6558 / 99190-6558;escolayeshua2020@gmail.com
João Paulo;036.003;036003;36003;ESCOLINHA CAMINHO DAS LETRAS;VALQUELINE COSTA DE VASCONCELOS;12.976.235/0001-00;RUA JOSEFA FRANCISCA DE LIMA;***;58360-000;BOTAFOGO;ITABAIANA;PB;83 9953-9847 / 99914-0334;valquelinevas@hotmail.com
João Paulo;019.039;019039;19039;ESCOLINHA PEQUENO SABIO;NIEDJA SILVA DE QUEIROZ - ME;07.905.415/0001-53;RUA DOUTOR JOÃO CASTRO PINTO;672;58340-000;SANTA LUZIA;SAPÉ;PB;83 99105-9597;pequenosabioescola01@gmail.com
João Paulo;009.566;009566;9566;ESCOLINHA PINGO DE GENTE;KATIA SILENE PESSOA DA SILVA;04.225.675/0001-90;RUA QUINZE DE NOVEMBRO;60;58340-000;CENTRO;SAPÉ;PB;83 99344-6812;iepg.sape@outlook.com
João Paulo;033.215;033215;33215;ESPAÇO EDUCACIONAL CRIATIVA IDADE;LETICYA GABRIELLY DA SILVA SALES;36.105.358/0001-26;R PEDRO DA C AGRA;314;58407-270;JOSÉ PINHEIRO;CAMPINA GRANDE;PB;83 98789-1698;espedcriatrindade@gmail.com
João Paulo;036.464;036464;36464;ESPAÇO MATERNA;JULITA BARBOSA GUERRA LTDA;110.387.484-53;R GILENO B DO NASCIMENTO;65;58410-615;SANDRA CAVALCANTE;CAMPINA GRANDE;PB;83 99373-5495;escolaed.infantilcg@gmail.com
João Paulo;009.366;009366;9366;EXTERNATO DOM PEDRO II;ESCOLA DE ENSINO INFANTIL E MÉDIO EXTERNATO DOM PEDRO II LTDA;15.168.774/0001-01;R DOM PEDRO II;104;58388-000;CENTRO;ALAGOA GRANDE;PB;83 3273-1120 / 99180-1258;edp2ag@gmail.com
João Paulo;032.875;032875;32875;FUTURO KIDS;TALITA SANTOS SOUZA 08730297478;31.590.593/0001-17;RUA SÃO JOSÉ;38;58280-000;CENTRO;MAMANGUAPE;PB;83 99133-0853 / 9189-0164;talita.santos18@gmail.com
João Paulo;026.634;026634;26634;IDEA - INSTITUTO DELTA DE ENSINO E APRENDIZAGEM;JACIRA POLIANA SIMPLICIO NASCIMENTO - ME;11.333.368/0001-98;RUA ADALTON  SOARES;830;58175-000;PLANALTO DAS MANSÕES;Cuité;PB;83 3372-2044 / 9921-8014;polyana.simplicio@hotmail.com
João Paulo;009.385;009385;9385;INSTITUTO AGRAS DE ENSINO;THAYNAN CARLA DE LIMA SOUSA;078.066.964-90;R SÃO JÕAO;354;58280-000;CENTRO;MAMANGUAPE;PB;83 99804-0548;agras30anos@gmail.com
João Paulo;026.869;026869;26869;INSTITUTO ANA NERY;MARIA JOSE RIBEIRO DE QUEIROZ;08.530.594/0001-54;RUA SÃO PAULO;435;58414-075;LIBERDADE;CAMPINA GRANDE;PB;83 3322-7512 / 99872-1818;ananrq@hotmail.com
João Paulo;010.199;010199;10199;INSTITUTO BEM-ME-QUER;TEREZINHA DE ALBUQUERQUE PONTES;04.628.540/0001-75;RUA FELIZARDO SEZEFREDO DE ALMEIDA;288;58421-370;ACÁCIO FIGUEIREDO;CAMPINA GRANDE;PB;83 98790-6056;teresinhaba@yahoo.com.br
João Paulo;029.242;029242;29242;INSTITUTO CARROSSEL;IVONISE GONÇALVES DE PONTES - ME;23.282.666/0001-85;RUA JOÃO FELICIANO FILHO;206;58340-000;CJ JOSÉ FELICIANO;SAPÉ;PB;83 98729-4917;***
João Paulo;010.216;010216;10216;INSTITUTO CASTELINHO INFANTIL;SANDRA DE LOURDES ARAUJO ALVES - ME;40.949.307/0001-58;RUA SANTINA LEÃO;150;58400-725;MONTE SANTO;CAMPINA GRANDE;PB;***;***
João Paulo;030.004;030004;30004;INSTITUTO EDUCACIONAL ADONAI;HELENA CARMEM BRUNO RIBEIRO ALMEIDA;20.465.442/0001-10;RUA PARÁ;55;58225-000;CENTRO;SOLÂNEA;PB;81 99112-9223;heloyseribeiro@hotmail.com
João Paulo;033.429;033429;33429;INSTITUTO EDUCACIONAL CAMINHO DO SABER;LINDENYSE MEIRELES DA SILVA;29.519.340/0001-05;RUA  SANTOS DUMONT;1062;58345-000;JOSÉ AMERICO;MARI;PB;83 99677-1515 / 99154-6456;mbeta3242@gmail.com
João Paulo;030.220;030220;30220;INSTITUTO EDUCACIONAL CONSTRUINDO CIDADAOS;RAFAELA NASCIMENTO COSTA FARIAS;21.606.829/0001-02;RUA 30 DE DEZEMBRO;52;58385-000;CENTRO;SERRA REDONDA;PB;83 98739-2557 / 8760-8043;yasminnearaujo@hotmail.com
João Paulo;034.010;034010;34010;INSTITUTO EDUCACIONAL CRIANCA ATIVA;ALANIELE ROBERTA CAETANO DE LIMA;700.100.824-92;RUA PROJETADA;***;58356-000;CENTRO;GURINHÉM;PB;83 99901-6195;iolandalevi@hotmail.com
João Paulo;028.836;028836;28836;INSTITUTO EDUCACIONAL DO APRENDER;AZINETE CARDOSO DE LIMA - ME;06.006.093/0001-48;RUA DOUTOR FRANCISCO RETUMBA;466;58302-485;MUNICÍPIOS;SANTA RITA;PB;83 3217-5371 / 99825-7103;secretariaiesa@gmail.com
João Paulo;010.388;010388;10388;INSTITUTO EDUCACIONAL ESTRELA DA MANHA;EDILEUZA VIEIRA DE LIMA - ME;02.638.667/0001-40;AVENIDA RUI BARBOSA;505;58200-000;CENTRO;GUARABIRA;PB;83 8789-5906 / 99849-0099;777ricardoalexandre@gmail.com
João Paulo;009.386;009386;9386;INSTITUTO EDUCACIONAL INFANTIL;MARIESTELA ALMEIDA BERNADINO - ME;02.719.936/0001-00;RUA FRANCISCO QUEIROGA DE ALENCAR;20;58433-535;MALVINAS;CAMPINA GRANDE;PB;83 98740-0882;institutoeducacional1234@gmail.com
João Paulo;013.637;013637;13637;INSTITUTO EDUCACIONAL MONTE HOREBE;ELIANE DOS SANTOS DA SILVA;12.040.737/0001-17;RUA RADIALISTA ENOQUE PELAGIO;23;58303-390;MUNICIPIOS;SANTA RITA;PB;83 98787-9760;eliane.montehorebe@gmail.com
João Paulo;009.949;009949;9949;INSTITUTO EDUCACIONAL NEPOMUCENO;EUDA GILCENIA GOMES - ME;35.420.736/0001-01;RUA APRÍGIO PEREIRA NEPOMUCENO;1260;58415-310;JARDIM PAULISTANO;CAMPINA GRANDE;PB;83 98866-8225;jordaniagomes@gmail.com
João Paulo;022.207;022207;22207;INSTITUTO EDUCACIONAL NOVA GERAÇÃO;JOSE CORNELIO DA SILVA JUNIOR - ME;01.088.761/0001-00;RUA ANTONIO FERNANDES DE MENDONÇA;S/N;58315-000;CENTRO;LUCENA;PB;83 98853-6996;***
